Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,Starting Age,Age_Group,Starting_Age_Group
25780,29,Male,1,Technology,7162,Poor,High,Average,0,Yes,85,Bachelor’s Degree,Married,5,Mid,Small,34,No,No,No,Good,Low,Left,28,25-34,25-34
33267,31,Female,5,Education,4421,Fair,Low,Average,2,No,19,Master’s Degree,Married,1,Entry,Large,58,No,No,No,Good,Low,Left,26,25-34,25-34
8980,33,Female,3,Education,5229,Fair,Very High,Average,0,No,27,Master’s Degree,Married,1,Senior,Medium,49,No,No,No,Fair,High,Stayed,30,25-34,25-34
74007,39,Male,3,Healthcare,6389,Excellent,High,Average,2,No,53,Associate Degree,Divorced,1,Entry,Small,14,No,No,No,Fair,Medium,Stayed,36,35-44,35-44
67773,49,Male,1,Finance,5060,Excellent,Low,Average,0,Yes,39,Associate Degree,Married,0,Entry,Small,46,No,No,No,Good,High,Stayed,48,45-54,45-54
28580,39,Female,4,Finance,12571,Good,Medium,Average,2,No,88,Master’s Degree,Divorced,2,Entry,Medium,13,No,No,No,Fair,High,Left,35,35-44,35-44
21611,38,Male,20,Education,5387,Good,Very High,Below Average,0,No,98,High School,Married,0,Mid,Small,25,No,No,No,Good,Medium,Stayed,18,35-44,18-25
52678,25,Male,1,Technology,8573,Excellent,High,High,0,No,64,High School,Single,1,Entry,Small,54,No,No,No,Fair,Medium,Left,24,25-34,18-25
71847,30,Female,8,Finance,9664,Good,High,High,0,No,93,Associate Degree,Single,1,Entry,Small,49,No,No,No,Good,Low,Left,22,25-34,18-25
19313,36,Female,6,Healthcare,6893,Fair,Medium,High,0,No,95,Master’s Degree,Single,3,Senior,Medium,84,No,No,No,Poor,High,Left,30,35-44,25-34
71791,33,Male,10,Healthcare,8448,Good,Very High,High,4,No,62,High School,Single,1,Mid,Large,32,Yes,No,No,Good,Very High,Stayed,23,25-34,18-25
58512,32,Female,11,Media,5259,Good,Very High,Below Average,0,Yes,3,Bachelor’s Degree,Divorced,5,Entry,Small,22,No,No,Yes,Excellent,Medium,Left,21,25-34,18-25
18442,55,Female,4,Finance,6522,Excellent,High,Average,1,No,67,Master’s Degree,Divorced,1,Mid,Medium,33,No,No,No,Good,Low,Stayed,51,55-64,45-54
380,49,Female,11,Technology,9600,Good,High,Below Average,0,No,99,High School,Married,2,Entry,Medium,65,No,Yes,No,Good,High,Left,38,45-54,35-44
70446,56,Female,12,Healthcare,5655,Good,Very High,Average,0,No,66,High School,Married,3,Entry,Medium,38,No,No,No,Good,High,Left,44,55-64,35-44
28147,42,Female,19,Technology,7315,Good,High,Average,2,No,86,Master’s Degree,Single,4,Entry,Small,93,No,No,No,Fair,High,Left,23,35-44,18-25
68870,53,Male,18,Media,6661,Poor,High,Average,0,No,78,Master’s Degree,Married,1,Mid,Small,44,Yes,No,Yes,Good,High,Stayed,35,45-54,35-44
42610,58,Male,2,Technology,11053,Excellent,Very High,Average,0,No,39,Bachelor’s Degree,Single,5,Entry,Small,31,No,No,No,Fair,High,Left,56,55-64,55-64
28151,44,Male,17,Technology,6832,Fair,Medium,High,2,Yes,93,High School,Divorced,0,Mid,Medium,77,No,No,No,Poor,Low,Stayed,27,35-44,25-34
41694,55,Female,23,Finance,8528,Excellent,High,Average,3,Yes,54,Associate Degree,Married,1,Entry,Small,34,No,No,No,Fair,Low,Stayed,32,55-64,25-34
22493,44,Male,16,Healthcare,7540,Good,Medium,Average,1,No,21,Associate Degree,Single,2,Entry,Medium,83,No,No,Yes,Good,High,Left,28,35-44,25-34
66185,39,Male,11,Media,6508,Good,Medium,Average,1,Yes,76,High School,Married,1,Mid,Small,34,No,No,No,Poor,Low,Stayed,28,35-44,25-34
33253,52,Female,34,Education,4450,Poor,Very High,Average,3,Yes,18,High School,Married,1,Mid,Small,79,Yes,No,No,Good,Low,Stayed,18,45-54,18-25
30543,49,Male,19,Media,5762,Fair,Medium,Average,0,No,78,High School,Single,1,Entry,Small,29,No,No,No,Fair,Low,Left,30,45-54,25-34
48106,26,Female,2,Media,6531,Fair,High,Average,0,No,81,High School,Married,5,Mid,Large,26,No,No,No,Excellent,High,Left,24,25-34,18-25
8162,59,Male,16,Technology,9723,Fair,Medium,Average,0,No,67,High School,Divorced,4,Entry,Medium,91,No,No,No,Good,Medium,Left,43,55-64,35-44
26411,54,Male,16,Technology,8385,Good,Very High,High,2,Yes,54,High School,Single,0,Senior,Large,85,No,No,Yes,Good,Medium,Stayed,38,45-54,35-44
13507,41,Male,12,Education,5770,Poor,High,Average,2,No,81,PhD,Married,1,Senior,Medium,80,No,No,No,Fair,Low,Stayed,29,35-44,25-34
31506,45,Female,6,Media,5780,Good,High,Average,0,No,71,Master’s Degree,Married,1,Senior,Medium,13,No,No,Yes,Fair,Low,Stayed,39,45-54,35-44
2743,41,Male,15,Technology,11260,Poor,Medium,Average,1,Yes,85,Master’s Degree,Single,1,Entry,Small,89,No,No,No,Good,Medium,Left,26,35-44,25-34
55247,52,Male,5,Technology,9181,Poor,Very High,Average,2,Yes,5,Bachelor’s Degree,Divorced,0,Mid,Small,67,No,No,No,Poor,High,Left,47,45-54,45-54
38927,55,Male,2,Media,6074,Good,High,Average,0,No,48,Associate Degree,Married,0,Senior,Medium,39,Yes,No,No,Good,Medium,Stayed,53,55-64,45-54
19958,30,Male,7,Finance,9873,Fair,Medium,Average,0,No,98,Bachelor’s Degree,Married,2,Senior,Medium,32,No,No,No,Good,Low,Stayed,23,25-34,18-25
56728,35,Female,14,Education,4813,Fair,Medium,Average,1,No,56,Bachelor’s Degree,Divorced,1,Entry,Medium,61,Yes,No,Yes,Fair,Low,Stayed,21,35-44,18-25
55632,56,Female,25,Finance,9592,Fair,High,Average,1,No,47,Associate Degree,Single,0,Mid,Medium,92,No,No,Yes,Poor,Medium,Left,31,55-64,25-34
49496,34,Male,15,Education,4283,Good,Medium,High,0,No,45,Master’s Degree,Single,0,Mid,Medium,92,No,No,No,Poor,Low,Stayed,19,25-34,18-25
52469,50,Female,13,Finance,5510,Excellent,Low,Average,0,No,4,Bachelor’s Degree,Married,3,Mid,Small,43,Yes,No,No,Poor,Low,Stayed,37,45-54,35-44
52691,48,Male,15,Healthcare,10303,Good,High,Average,2,No,11,Master’s Degree,Single,2,Senior,Medium,43,No,No,No,Good,Medium,Stayed,33,45-54,25-34
53573,54,Male,27,Education,5140,Poor,High,Below Average,0,No,59,Bachelor’s Degree,Married,2,Entry,Large,101,Yes,No,No,Fair,Low,Stayed,27,45-54,25-34
26511,40,Female,5,Technology,7323,Fair,Medium,Average,1,No,25,Bachelor’s Degree,Single,2,Entry,Medium,21,No,No,No,Poor,Low,Left,35,35-44,35-44
14140,56,Female,30,Technology,6586,Fair,High,Average,0,No,1,Bachelor’s Degree,Married,4,Senior,Medium,51,No,No,No,Good,Low,Stayed,26,55-64,25-34
34006,44,Male,23,Healthcare,7484,Good,Medium,High,0,No,96,High School,Married,1,Mid,Small,80,No,No,No,Good,Low,Stayed,21,35-44,18-25
26536,36,Male,6,Healthcare,8032,Good,High,High,0,Yes,82,Bachelor’s Degree,Married,1,Entry,Large,25,No,No,No,Fair,Low,Stayed,30,35-44,25-34
14314,59,Female,23,Education,5441,Fair,High,Average,1,Yes,69,Bachelor’s Degree,Divorced,2,Mid,Medium,85,No,No,No,Poor,Low,Stayed,36,55-64,35-44
67837,43,Female,1,Education,3129,Fair,High,High,0,No,72,High School,Single,0,Mid,Large,57,No,No,No,Fair,High,Left,42,35-44,35-44
49468,35,Female,1,Technology,9973,Fair,Low,High,0,No,40,Master’s Degree,Married,2,Mid,Large,76,No,No,No,Good,Low,Left,34,35-44,25-34
54440,39,Female,3,Education,2906,Excellent,High,High,1,No,98,Associate Degree,Married,2,Entry,Medium,21,No,No,Yes,Poor,Medium,Left,36,35-44,35-44
67686,29,Male,9,Healthcare,6828,Fair,Very High,High,1,No,9,Associate Degree,Divorced,0,Mid,Small,85,Yes,No,No,Good,Low,Left,20,25-34,18-25
5429,46,Female,2,Media,6612,Fair,Very High,High,1,No,82,Bachelor’s Degree,Married,5,Senior,Medium,46,Yes,No,Yes,Fair,High,Stayed,44,45-54,35-44
31079,59,Female,38,Media,6370,Fair,High,High,1,No,52,High School,Married,4,Senior,Small,101,No,No,No,Poor,Low,Stayed,21,55-64,18-25
32101,39,Female,11,Media,5538,Poor,Low,High,2,No,77,Bachelor’s Degree,Single,1,Mid,Large,29,No,No,No,Good,Medium,Left,28,35-44,25-34
29385,39,Male,20,Education,5081,Fair,High,Average,0,Yes,13,Bachelor’s Degree,Divorced,3,Mid,Medium,50,No,No,No,Excellent,Low,Left,19,35-44,18-25
38782,26,Male,1,Media,6827,Poor,Medium,High,1,No,22,Bachelor’s Degree,Married,4,Mid,Large,28,Yes,No,Yes,Fair,Medium,Stayed,25,25-34,25-34
59900,55,Female,13,Education,4200,Fair,High,Average,0,Yes,14,Bachelor’s Degree,Single,1,Mid,Small,60,No,No,No,Fair,Low,Left,42,55-64,35-44
7990,53,Female,2,Technology,9950,Good,Very High,Average,2,No,20,Bachelor’s Degree,Married,1,Entry,Medium,79,No,No,Yes,Excellent,Low,Stayed,51,45-54,45-54
41924,40,Male,7,Technology,8410,Good,Low,Average,1,No,26,High School,Married,0,Entry,Medium,58,No,No,Yes,Good,Medium,Stayed,33,35-44,25-34
5707,54,Female,8,Technology,9977,Good,High,Low,0,No,1,High School,Married,0,Mid,Medium,42,No,No,No,Good,High,Left,46,45-54,45-54
62340,59,Male,19,Education,4246,Good,Very High,Below Average,0,Yes,23,Bachelor’s Degree,Married,2,Entry,Medium,85,No,No,No,Fair,Medium,Left,40,55-64,35-44
4879,40,Male,14,Media,6509,Excellent,Medium,High,0,No,23,Master’s Degree,Married,0,Entry,Medium,83,No,No,No,Fair,High,Stayed,26,35-44,25-34
45145,47,Female,16,Healthcare,7834,Fair,Low,Average,2,Yes,46,Bachelor’s Degree,Married,2,Mid,Large,20,No,No,No,Fair,Low,Left,31,45-54,25-34
43865,43,Male,14,Media,6193,Poor,High,Average,0,Yes,13,High School,Married,0,Mid,Medium,19,No,No,No,Fair,Very High,Stayed,29,35-44,25-34
36832,35,Male,9,Technology,9606,Fair,High,High,0,No,85,PhD,Married,1,Mid,Medium,81,No,No,No,Poor,Low,Stayed,26,35-44,25-34
63128,49,Female,12,Technology,9218,Good,High,Average,0,No,39,Master’s Degree,Married,1,Senior,Large,72,No,No,No,Good,High,Stayed,37,45-54,35-44
67922,46,Male,25,Education,3844,Good,High,Average,0,Yes,2,Master’s Degree,Married,0,Senior,Large,47,No,No,No,Good,High,Stayed,21,45-54,18-25
25201,42,Male,1,Education,4204,Good,High,Below Average,1,Yes,52,High School,Single,2,Mid,Medium,47,Yes,No,No,Fair,High,Left,41,35-44,35-44
63326,54,Male,36,Media,5806,Fair,High,Average,2,No,41,Bachelor’s Degree,Married,1,Mid,Small,77,No,No,No,Good,Low,Stayed,18,45-54,18-25
48161,26,Male,4,Media,6329,Good,High,Average,0,No,40,Bachelor’s Degree,Divorced,3,Mid,Small,41,No,No,No,Poor,High,Stayed,22,25-34,18-25
26892,54,Male,6,Finance,13082,Good,Very High,Average,0,Yes,61,High School,Divorced,6,Mid,Medium,35,No,No,No,Good,Low,Stayed,48,45-54,45-54
42006,40,Female,10,Healthcare,9127,Excellent,High,High,0,No,26,Master’s Degree,Single,1,Entry,Small,14,No,No,Yes,Poor,Medium,Stayed,30,35-44,25-34
34008,39,Male,14,Education,3605,Fair,Very High,Average,2,No,2,Bachelor’s Degree,Single,1,Mid,Medium,77,No,No,No,Poor,Low,Left,25,35-44,25-34
34039,36,Male,17,Technology,10517,Good,High,Average,1,No,8,Master’s Degree,Single,0,Entry,Medium,53,Yes,Yes,Yes,Poor,Low,Stayed,19,35-44,18-25
20175,35,Female,3,Healthcare,8391,Poor,Very High,Average,0,No,81,Associate Degree,Single,0,Mid,Small,30,No,No,No,Excellent,Medium,Left,32,35-44,25-34
34645,40,Male,7,Healthcare,8710,Fair,Medium,Average,0,No,99,Associate Degree,Married,1,Entry,Medium,17,No,Yes,No,Good,High,Stayed,33,35-44,25-34
51384,57,Male,3,Media,6986,Good,Low,Average,2,No,57,High School,Divorced,2,Mid,Large,25,No,No,No,Fair,Low,Stayed,54,55-64,45-54
9999,46,Male,8,Education,5107,Good,Very High,Average,2,No,61,Bachelor’s Degree,Single,3,Entry,Medium,86,No,No,No,Good,High,Left,38,45-54,35-44
3309,30,Male,7,Education,2795,Fair,High,Average,1,Yes,21,Master’s Degree,Divorced,2,Entry,Medium,23,No,No,No,Fair,Low,Stayed,23,25-34,18-25
68108,56,Male,33,Technology,7852,Excellent,High,Below Average,0,Yes,28,High School,Married,4,Mid,Small,76,No,No,No,Poor,Medium,Stayed,23,55-64,18-25
63867,58,Male,34,Healthcare,8089,Good,High,High,3,Yes,88,Master’s Degree,Married,2,Mid,Small,60,No,No,Yes,Poor,High,Stayed,24,55-64,18-25
20561,59,Male,11,Technology,9242,Excellent,Medium,Average,0,No,70,Bachelor’s Degree,Single,1,Entry,Medium,12,No,No,Yes,Poor,Low,Left,48,55-64,45-54
56871,39,Male,20,Healthcare,7199,Fair,Very High,Average,1,Yes,97,High School,Married,1,Entry,Small,86,No,No,Yes,Good,High,Left,19,35-44,18-25
26132,55,Female,30,Technology,9450,Good,Very High,Average,2,Yes,54,High School,Married,4,Entry,Small,77,No,No,No,Good,High,Left,25,55-64,25-34
70043,48,Female,24,Healthcare,7937,Fair,Medium,Average,1,Yes,72,High School,Married,4,Senior,Medium,93,Yes,No,No,Good,Low,Stayed,24,45-54,18-25
57079,48,Female,12,Education,4766,Fair,High,Average,0,Yes,91,Associate Degree,Single,3,Entry,Large,83,No,No,No,Good,High,Left,36,45-54,35-44
48933,57,Female,13,Education,4190,Poor,High,Below Average,2,No,9,Master’s Degree,Married,0,Mid,Medium,85,No,No,Yes,Good,Medium,Stayed,44,55-64,35-44
9898,43,Male,21,Education,5171,Good,High,Average,0,No,42,PhD,Married,1,Entry,Medium,92,No,No,No,Poor,High,Stayed,22,35-44,18-25
38987,59,Female,24,Healthcare,8975,Fair,High,High,1,Yes,23,Associate Degree,Single,3,Mid,Medium,47,No,No,No,Good,High,Left,35,55-64,35-44
36228,21,Female,2,Healthcare,8382,Excellent,Medium,Average,2,No,33,High School,Single,4,Entry,Medium,47,No,No,No,Fair,High,Stayed,19,18-25,18-25
33020,47,Male,28,Healthcare,7774,Excellent,Very High,Average,0,No,76,Associate Degree,Divorced,1,Mid,Small,68,No,No,No,Poor,Low,Left,19,45-54,18-25
41978,36,Female,16,Education,4421,Fair,Low,Average,0,No,1,Associate Degree,Divorced,0,Mid,Medium,44,No,No,No,Good,High,Left,20,35-44,18-25
2904,26,Female,1,Media,6006,Fair,Medium,High,0,No,35,Associate Degree,Married,0,Mid,Small,51,No,No,No,Good,Medium,Stayed,25,25-34,25-34
6838,37,Male,1,Media,6150,Poor,High,Low,0,No,62,Master’s Degree,Married,0,Senior,Large,76,No,No,Yes,Excellent,Low,Stayed,36,35-44,35-44
71939,47,Female,22,Healthcare,7953,Fair,Very High,Average,0,No,17,Associate Degree,Married,4,Entry,Medium,90,No,No,No,Fair,High,Left,25,45-54,25-34
6753,27,Male,3,Media,6361,Poor,Medium,Average,2,No,50,High School,Single,0,Mid,Medium,53,No,Yes,Yes,Good,High,Left,24,25-34,18-25
52998,58,Female,31,Finance,7181,Fair,Medium,Average,1,No,48,Associate Degree,Single,3,Senior,Medium,98,No,No,No,Good,Medium,Left,27,55-64,25-34
48783,40,Male,19,Education,4982,Poor,High,Average,2,No,40,Bachelor’s Degree,Divorced,0,Mid,Small,72,Yes,No,No,Fair,Low,Stayed,21,35-44,18-25
274,58,Male,30,Media,6545,Good,Medium,High,0,No,76,Bachelor’s Degree,Married,1,Senior,Medium,100,No,No,No,Good,Medium,Stayed,28,55-64,25-34
58560,34,Male,3,Finance,8154,Excellent,Very High,High,0,Yes,56,High School,Single,0,Mid,Medium,69,Yes,No,No,Poor,Low,Left,31,25-34,25-34
61543,53,Female,19,Healthcare,8196,Excellent,High,Average,0,Yes,72,Bachelor’s Degree,Single,2,Entry,Medium,58,No,No,Yes,Fair,High,Left,34,45-54,25-34
60962,54,Female,4,Technology,9055,Fair,Very High,Average,0,No,14,High School,Married,0,Entry,Large,6,No,No,No,Good,Medium,Left,50,45-54,45-54
13589,58,Male,1,Finance,4398,Good,High,Average,1,No,28,Bachelor’s Degree,Divorced,0,Senior,Medium,49,No,No,No,Good,High,Stayed,57,55-64,55-64
66190,40,Male,4,Technology,8310,Excellent,Low,Average,0,No,41,Bachelor’s Degree,Single,0,Mid,Small,41,No,No,Yes,Good,Low,Left,36,35-44,35-44
67030,45,Male,23,Finance,9398,Fair,High,Average,2,Yes,34,Associate Degree,Married,0,Entry,Small,89,No,No,No,Poor,Medium,Left,22,45-54,18-25
48695,54,Female,30,Media,5297,Fair,High,Average,0,Yes,18,Master’s Degree,Single,2,Mid,Medium,99,No,No,No,Good,Low,Stayed,24,45-54,18-25
33703,28,Female,8,Finance,6380,Excellent,High,Average,0,Yes,95,Master’s Degree,Divorced,4,Mid,Medium,35,Yes,No,No,Good,Medium,Stayed,20,25-34,18-25
67001,29,Female,7,Education,3786,Good,Medium,Low,0,No,26,PhD,Divorced,2,Senior,Small,36,Yes,Yes,No,Fair,High,Stayed,22,25-34,18-25
49429,52,Female,23,Finance,9962,Poor,Very High,Average,0,Yes,49,Associate Degree,Single,3,Senior,Large,71,No,No,No,Good,Low,Left,29,45-54,25-34
5883,49,Female,1,Healthcare,7593,Poor,High,Average,4,No,35,High School,Divorced,1,Entry,Medium,60,No,No,No,Good,Low,Left,48,45-54,45-54
71507,56,Female,21,Finance,9479,Good,Very High,Average,0,No,46,Associate Degree,Married,3,Mid,Small,22,No,No,No,Fair,Low,Stayed,35,55-64,35-44
37296,55,Male,5,Finance,11202,Good,Medium,Average,0,No,43,PhD,Single,1,Mid,Medium,61,No,No,No,Good,Medium,Stayed,50,55-64,45-54
74272,26,Male,8,Healthcare,7989,Poor,Medium,Average,2,No,38,High School,Single,0,Entry,Small,11,No,No,No,Good,High,Left,18,25-34,18-25
45701,49,Female,11,Education,3656,Fair,High,Average,0,Yes,81,Master’s Degree,Divorced,0,Mid,Large,85,No,No,No,Fair,Medium,Left,38,45-54,35-44
65959,32,Female,12,Technology,10715,Fair,High,High,0,Yes,49,Associate Degree,Single,4,Mid,Medium,38,No,No,No,Good,High,Left,20,25-34,18-25
29305,56,Male,17,Technology,9372,Poor,High,Below Average,1,No,28,Associate Degree,Single,2,Mid,Medium,83,No,No,No,Poor,Medium,Left,39,55-64,35-44
43461,25,Male,5,Healthcare,7936,Fair,Medium,High,1,Yes,19,Bachelor’s Degree,Married,3,Mid,Large,56,No,No,No,Fair,High,Stayed,20,25-34,18-25
67620,37,Male,1,Finance,6441,Fair,High,Average,0,No,17,Associate Degree,Married,3,Mid,Medium,74,Yes,No,No,Excellent,High,Stayed,36,35-44,35-44
2727,42,Male,9,Education,5000,Good,Very High,Below Average,2,No,32,Associate Degree,Married,2,Senior,Medium,62,No,No,No,Good,Medium,Stayed,33,35-44,25-34
47527,58,Male,11,Media,5124,Good,High,Low,1,No,2,High School,Married,2,Mid,Medium,25,No,No,No,Poor,High,Stayed,47,55-64,45-54
42015,40,Female,19,Technology,10671,Fair,Low,Average,0,Yes,19,Master’s Degree,Single,1,Mid,Medium,23,Yes,No,No,Excellent,Low,Left,21,35-44,18-25
6624,54,Female,34,Media,5611,Good,Low,Below Average,2,Yes,97,High School,Married,0,Senior,Medium,58,Yes,No,No,Fair,High,Stayed,20,45-54,18-25
10679,59,Female,22,Education,4779,Fair,High,High,1,Yes,50,Master’s Degree,Single,2,Senior,Medium,48,No,No,No,Fair,Medium,Left,37,55-64,35-44
50492,47,Male,20,Technology,6300,Good,High,Average,2,Yes,83,Associate Degree,Divorced,1,Mid,Large,70,Yes,No,No,Poor,Low,Stayed,27,45-54,25-34
39547,51,Female,21,Finance,6707,Good,High,Average,1,No,65,Associate Degree,Married,0,Entry,Medium,34,Yes,No,No,Fair,Medium,Left,30,45-54,25-34
27885,26,Male,3,Healthcare,8760,Excellent,Medium,Below Average,2,Yes,85,High School,Married,1,Entry,Small,18,No,No,No,Good,Low,Stayed,23,25-34,18-25
20336,53,Male,33,Education,3994,Fair,Medium,Average,1,No,15,Master’s Degree,Single,2,Mid,Small,53,No,No,No,Fair,Medium,Left,20,45-54,18-25
72912,40,Male,4,Healthcare,8121,Fair,Medium,Average,2,No,84,Associate Degree,Married,1,Senior,Small,46,No,No,No,Good,Low,Left,36,35-44,35-44
6820,33,Female,3,Media,6130,Good,High,High,0,No,10,Associate Degree,Divorced,0,Mid,Medium,26,No,No,No,Good,Very High,Left,30,25-34,25-34
19627,52,Male,27,Education,4548,Excellent,Medium,High,0,Yes,87,High School,Married,0,Entry,Large,42,No,No,No,Good,High,Stayed,25,45-54,25-34
26324,45,Female,25,Finance,9336,Good,Low,Below Average,2,No,71,Associate Degree,Married,5,Mid,Medium,78,Yes,No,No,Poor,Medium,Stayed,20,45-54,18-25
53497,31,Female,2,Finance,10510,Fair,High,Average,4,No,7,Master’s Degree,Single,2,Entry,Medium,71,Yes,No,No,Excellent,Medium,Left,29,25-34,25-34
8446,57,Female,29,Finance,9877,Poor,High,High,0,No,85,Bachelor’s Degree,Married,4,Entry,Small,87,No,No,No,Poor,Medium,Stayed,28,55-64,25-34
62893,30,Female,12,Education,6832,Fair,High,Average,0,Yes,73,Bachelor’s Degree,Single,1,Senior,Medium,29,No,No,No,Poor,Low,Left,18,25-34,18-25
50526,53,Female,8,Media,6155,Poor,High,Average,0,No,64,Master’s Degree,Single,0,Senior,Small,63,Yes,No,No,Fair,Medium,Left,45,45-54,45-54
12257,36,Male,9,Technology,8066,Good,Low,Below Average,1,No,53,Bachelor’s Degree,Married,3,Entry,Large,69,No,No,No,Good,Low,Stayed,27,35-44,25-34
47109,36,Female,8,Technology,7642,Good,High,Average,0,Yes,40,Bachelor’s Degree,Married,2,Entry,Medium,83,No,No,No,Fair,Medium,Stayed,28,35-44,25-34
61968,58,Female,36,Technology,8948,Good,High,High,3,No,65,Associate Degree,Married,0,Entry,Medium,60,No,No,No,Poor,High,Stayed,22,55-64,18-25
6452,50,Female,32,Media,6186,Poor,High,Average,2,Yes,66,Associate Degree,Single,1,Entry,Medium,108,No,No,No,Excellent,High,Left,18,45-54,18-25
55815,44,Female,6,Media,6012,Good,High,Average,1,No,37,PhD,Single,0,Entry,Medium,76,No,Yes,No,Good,High,Stayed,38,35-44,35-44
44363,32,Male,12,Education,5080,Excellent,High,Average,1,No,55,High School,Married,0,Mid,Large,30,No,No,No,Poor,Low,Left,20,25-34,18-25
24881,19,Female,1,Healthcare,7590,Fair,High,Average,1,No,69,Bachelor’s Degree,Married,1,Mid,Small,19,Yes,No,Yes,Poor,Medium,Stayed,18,18-25,18-25
8247,50,Male,29,Technology,6936,Good,Low,Average,1,No,37,Associate Degree,Single,4,Mid,Large,42,No,No,No,Good,High,Left,21,45-54,18-25
14983,46,Male,17,Media,5854,Good,High,Average,0,Yes,16,Bachelor’s Degree,Divorced,3,Senior,Medium,43,No,No,No,Fair,Medium,Stayed,29,45-54,25-34
53921,40,Male,3,Technology,6493,Fair,Low,Average,2,No,82,Bachelor’s Degree,Married,1,Entry,Medium,79,Yes,No,No,Good,Low,Stayed,37,35-44,35-44
21148,41,Male,8,Education,4686,Poor,Very High,Average,1,Yes,46,Master’s Degree,Married,5,Senior,Small,71,Yes,No,No,Good,High,Stayed,33,35-44,25-34
26801,37,Male,1,Technology,9885,Poor,Medium,Below Average,0,No,74,PhD,Single,0,Entry,Small,26,No,No,No,Good,High,Left,36,35-44,35-44
12224,49,Female,20,Healthcare,7959,Excellent,Medium,Low,0,No,54,Associate Degree,Married,1,Mid,Small,60,No,No,No,Excellent,Low,Left,29,45-54,25-34
35783,55,Female,37,Education,4938,Fair,Medium,High,0,No,48,Associate Degree,Married,6,Mid,Medium,99,No,No,No,Good,High,Stayed,18,55-64,18-25
39199,38,Male,13,Healthcare,7859,Good,Medium,Average,0,Yes,55,Bachelor’s Degree,Single,1,Mid,Small,79,No,No,No,Good,Low,Left,25,35-44,25-34
72505,46,Male,11,Finance,5840,Fair,Medium,High,2,Yes,50,Master’s Degree,Divorced,3,Entry,Medium,52,No,No,No,Good,Low,Stayed,35,45-54,35-44
15762,31,Female,1,Healthcare,8671,Fair,Low,Average,1,No,64,Bachelor’s Degree,Married,0,Senior,Medium,62,No,No,No,Good,High,Stayed,30,25-34,25-34
68892,57,Male,10,Healthcare,10814,Good,High,Average,2,Yes,3,Master’s Degree,Married,0,Mid,Small,75,No,No,No,Fair,High,Stayed,47,55-64,45-54
44666,35,Male,9,Finance,6039,Good,High,Average,0,Yes,14,Bachelor’s Degree,Married,3,Entry,Large,29,No,No,No,Good,High,Left,26,35-44,25-34
49958,40,Female,8,Healthcare,8029,Excellent,Very High,Average,1,No,3,Bachelor’s Degree,Divorced,0,Entry,Medium,30,No,No,No,Fair,Medium,Left,32,35-44,25-34
53211,40,Female,5,Education,6895,Poor,High,Average,0,Yes,72,Bachelor’s Degree,Married,0,Mid,Medium,53,No,No,No,Poor,Medium,Stayed,35,35-44,35-44
20525,34,Male,6,Technology,7788,Poor,High,Average,2,Yes,51,Bachelor’s Degree,Married,3,Mid,Small,9,No,No,No,Excellent,Low,Stayed,28,25-34,25-34
23792,29,Male,8,Finance,6684,Poor,Very High,Average,0,No,56,Master’s Degree,Married,1,Mid,Small,84,No,No,No,Good,Low,Left,21,25-34,18-25
21024,46,Male,25,Healthcare,8500,Excellent,High,Low,1,Yes,57,High School,Married,0,Mid,Medium,60,No,No,No,Excellent,Low,Left,21,45-54,18-25
22861,39,Male,2,Healthcare,7880,Good,High,Average,0,No,17,Bachelor’s Degree,Divorced,3,Entry,Medium,66,No,No,No,Good,Low,Stayed,37,35-44,35-44
47293,31,Male,1,Healthcare,8452,Fair,Very High,Average,1,Yes,35,Bachelor’s Degree,Married,2,Entry,Medium,44,No,No,No,Poor,Medium,Stayed,30,25-34,25-34
12072,36,Male,16,Education,3685,Good,Medium,Average,1,Yes,25,Master’s Degree,Married,6,Mid,Large,35,No,No,No,Fair,Medium,Stayed,20,35-44,18-25
25579,24,Female,2,Education,5460,Good,High,Below Average,1,Yes,99,High School,Married,0,Senior,Large,27,No,No,No,Good,Low,Stayed,22,18-25,18-25
9507,46,Male,25,Media,6448,Good,Low,Average,0,Yes,7,High School,Single,0,Senior,Large,90,No,No,No,Poor,Low,Left,21,45-54,18-25
55449,37,Female,11,Technology,9905,Good,High,Average,2,No,3,Master’s Degree,Single,2,Entry,Small,57,No,No,No,Poor,Low,Left,26,35-44,25-34
22694,57,Male,27,Technology,7909,Excellent,High,Average,2,No,67,Master’s Degree,Single,2,Entry,Large,68,No,No,No,Good,Medium,Stayed,30,55-64,25-34
44456,36,Female,6,Technology,10261,Excellent,High,Average,3,No,8,Bachelor’s Degree,Single,2,Senior,Small,29,Yes,Yes,No,Good,Low,Stayed,30,35-44,25-34
63932,22,Female,3,Healthcare,8155,Fair,Medium,Average,0,Yes,17,Master’s Degree,Married,0,Mid,Medium,77,No,No,No,Good,Medium,Stayed,19,18-25,18-25
31459,20,Female,2,Healthcare,6556,Good,Medium,High,2,No,48,Master’s Degree,Single,2,Senior,Medium,58,No,No,Yes,Good,Low,Stayed,18,18-25,18-25
